Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
Foot Locker;1128299;23/1/2021;West;Idaho;Boise;Men's Athletic Footwear;$40.00 ;425;$1,70,000 ;$ 68,00;40%;Online
Foot Locker;1128299;23/1/2021;West;Idaho;Boise;Women's Street Footwear;$40.00 ;425;$1,70,000 ;$ 59,50;35%;Online
Foot Locker;1128299;23/1/2021;West;Idaho;Boise;Women's Athletic Footwear;$40.00 ;275;$1,10,000 ;$ 38,50;35%;Online
Foot Locker;1128299;23/1/2021;West;Idaho;Boise;Men's Apparel;$45.00 ;225;$1,01,250 ;$ 30,38;30%;Online
Foot Locker;1128299;23/1/2021;West;Idaho;Boise;Women's Apparel;$40.00 ;425;$1,70,000 ;$ 42,50;25%;Online
Foot Locker;1128299;23/2/2021;West;Idaho;Boise;Men's Street Footwear;$30.00 ;475;$1,42,500 ;$ 49,88;35%;Online
Foot Locker;1128299;23/2/2021;West;Idaho;Boise;Men's Athletic Footwear;$40.00 ;375;$1,50,000 ;$ 60,00;40%;Online
Foot Locker;1128299;23/2/2021;West;Idaho;Boise;Women's Street Footwear;$40.00 ;375;$1,50,000 ;$ 52,50;35%;Online
Foot Locker;1128299;23/2/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$40.00 ;225;$ 90,00;$ 31,50;35%;Online
Foot Locker;1128299;23/2/2021;West;Arizona;Phoenix;Men's Apparel;$45.00 ;150;$ 67,50;$ 20,25;30%;Online
Foot Locker;1128299;23/2/2021;West;Arizona;Phoenix;Women's Apparel;$40.00 ;350;$1,40,000 ;$ 35,00;25%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Men's Street Footwear;$40.00 ;500;$2,00,000 ;$ 70,00;35%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$50.00 ;350;$1,75,000 ;$ 70,00;40%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Women's Street Footwear;$50.00 ;350;$1,75,000 ;$ 61,25;35%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$50.00 ;225;$1,12,500 ;$ 39,38;35%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;125;$ 68,75;$ 20,63;30%;Online
Foot Locker;1128299;22/3/2021;West;Arizona;Phoenix;Women's Apparel;$50.00 ;325;$1,62,500 ;$ 40,63;25%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Men's Street Footwear;$50.00 ;500;$2,50,000 ;$ 87,50;35%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$55.00 ;300;$1,65,000 ;$ 66,00;40%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Women's Street Footwear;$55.00 ;350;$1,92,500 ;$ 67,38;35%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$50.00 ;250;$1,25,000 ;$ 43,75;35%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;150;$ 82,50;$ 24,75;30%;Online
Foot Locker;1128299;23/4/2021;West;Arizona;Phoenix;Women's Apparel;$70.00 ;325;$2,27,500 ;$ 56,88;25%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Men's Street Footwear;$50.00 ;525;$2,62,500 ;$ 91,88;35%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$55.00 ;375;$2,06,250 ;$ 82,50;40%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Women's Street Footwear;$55.00 ;400;$2,20,000 ;$ 77,00;35%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$50.00 ;300;$1,50,000 ;$ 52,50;35%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;200;$1,10,000 ;$ 33,00;30%;Online
Foot Locker;1128299;24/5/2021;West;Arizona;Phoenix;Women's Apparel;$70.00 ;375;$2,62,500 ;$ 65,63;25%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Men's Street Footwear;$50.00 ;625;$3,12,500 ;$1,09,375 ;35%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$55.00 ;475;$2,61,250 ;$1,04,500 ;40%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Women's Street Footwear;$55.00 ;475;$2,61,250 ;$ 91,44;35%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$50.00 ;350;$1,75,000 ;$ 61,25;35%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;225;$1,23,750 ;$ 37,13;30%;Online
Foot Locker;1128299;23/6/2021;West;Arizona;Phoenix;Women's Apparel;$70.00 ;525;$3,67,500 ;$ 91,88;25%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Men's Street Footwear;$50.00 ;675;$3,37,500 ;$1,18,125 ;35%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$55.00 ;525;$2,88,750 ;$1,15,500 ;40%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Women's Street Footwear;$55.00 ;475;$2,61,250 ;$ 91,44;35%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$50.00 ;375;$1,87,500 ;$ 65,63;35%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;425;$2,33,750 ;$ 70,13;30%;Online
Foot Locker;1128299;22/7/2021;West;Arizona;Phoenix;Women's Apparel;$70.00 ;425;$2,97,500 ;$ 74,38;25%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Men's Street Footwear;$55.00 ;625;$3,43,750 ;$1,20,313 ;35%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$60.00 ;575;$3,45,000 ;$1,38,000 ;40%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Women's Street Footwear;$55.00 ;450;$2,47,500 ;$ 86,63;35%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$55.00 ;400;$2,20,000 ;$ 77,00;35%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Men's Apparel;$65.00 ;400;$2,60,000 ;$ 78,00;30%;Online
Foot Locker;1128299;23/8/2021;West;Arizona;Phoenix;Women's Apparel;$70.00 ;375;$2,62,500 ;$ 65,63;25%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Men's Street Footwear;$45.00 ;575;$2,58,750 ;$ 90,56;35%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$50.00 ;575;$2,87,500 ;$1,15,000 ;40%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;425;$1,91,250 ;$ 66,94;35%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$45.00 ;375;$1,68,750 ;$ 59,06;35%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;375;$2,06,250 ;$ 61,88;30%;Online
Foot Locker;1128299;24/9/2021;West;Arizona;Phoenix;Women's Apparel;$60.00 ;425;$2,55,000 ;$ 63,75;25%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Men's Street Footwear;$45.00 ;500;$2,25,000 ;$ 78,75;35%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$50.00 ;500;$2,50,000 ;$1,00,000 ;40%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;325;$1,46,250 ;$ 51,19;35%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$45.00 ;300;$1,35,000 ;$ 47,25;35%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;275;$1,51,250 ;$ 45,38;30%;Online
Foot Locker;1128299;23/10/2021;West;Arizona;Phoenix;Women's Apparel;$60.00 ;325;$1,95,000 ;$ 48,75;25%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Men's Street Footwear;$45.00 ;500;$2,25,000 ;$ 78,75;35%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$50.00 ;525;$2,62,500 ;$1,05,000 ;40%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;375;$1,68,750 ;$ 59,06;35%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$45.00 ;350;$1,57,500 ;$ 55,13;35%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;300;$1,65,000 ;$ 49,50;30%;Online
Foot Locker;1128299;23/11/2021;West;Arizona;Phoenix;Women's Apparel;$60.00 ;425;$2,55,000 ;$ 63,75;25%;Online
Foot Locker;1128299;22/12/2021;West;Arizona;Phoenix;Men's Street Footwear;$45.00 ;625;$2,81,250 ;$ 98,44;35%;Online
Foot Locker;1128299;22/12/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$50.00 ;625;$3,12,500 ;$1,25,000 ;40%;Online
Kohl's;1128299;22/12/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;425;$1,91,250 ;$ 66,94;35%;Online
Kohl's;1128299;22/12/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$45.00 ;425;$1,91,250 ;$ 66,94;35%;Online
Kohl's;1128299;22/12/2021;West;Arizona;Phoenix;Men's Apparel;$55.00 ;350;$1,92,500 ;$ 57,75;30%;Online
Kohl's;1128299;22/12/2021;West;Arizona;Phoenix;Women's Apparel;$60.00 ;450;$2,70,000 ;$ 67,50;25%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Men's Street Footwear;$35.00 ;475;$1,66,250 ;$ 58,19;35%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$45.00 ;475;$2,13,750 ;$ 85,50;40%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;475;$2,13,750 ;$ 74,81;35%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$45.00 ;325;$1,46,250 ;$ 51,19;35%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Men's Apparel;$50.00 ;275;$1,37,500 ;$ 41,25;30%;Online
Kohl's;1128299;26/1/2021;West;Arizona;Phoenix;Women's Apparel;$45.00 ;475;$2,13,750 ;$ 53,44;25%;Online
Kohl's;1128299;26/2/2021;West;Arizona;Phoenix;Men's Street Footwear;$35.00 ;525;$1,83,750 ;$ 64,31;35%;Online
Kohl's;1128299;26/2/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$45.00 ;425;$1,91,250 ;$ 76,50;40%;Online
Kohl's;1128299;26/2/2021;West;Arizona;Phoenix;Women's Street Footwear;$45.00 ;425;$1,91,250 ;$ 66,94;35%;Online
Kohl's;1128299;26/2/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$45.00 ;275;$1,23,750 ;$ 43,31;35%;Online
Kohl's;1128299;26/2/2021;West;New Mexico;Albuquerque;Men's Apparel;$50.00 ;200;$1,00,000 ;$ 30,00;30%;Online
Kohl's;1128299;26/2/2021;West;New Mexico;Albuquerque;Women's Apparel;$45.00 ;400;$1,80,000 ;$ 45,00;25%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$45.00 ;550;$2,47,500 ;$ 86,63;35%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$55.00 ;400;$2,20,000 ;$ 88,00;40%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$55.00 ;400;$2,20,000 ;$ 77,00;35%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55.00 ;275;$1,51,250 ;$ 52,94;35%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;175;$1,05,000 ;$ 31,50;30%;Online
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Women's Apparel;$55.00 ;375;$2,06,250 ;$ 51,56;25%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$55.00 ;550;$3,02,500 ;$1,05,875 ;35%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$60.00 ;350;$2,10,000 ;$ 84,00;40%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;400;$2,40,000 ;$ 84,00;35%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55.00 ;300;$1,65,000 ;$ 57,75;35%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;200;$1,20,000 ;$ 36,00;30%;Online
Kohl's;1128299;26/4/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;375;$2,81,250 ;$ 70,31;25%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$55.00 ;575;$3,16,250 ;$1,10,688 ;35%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$60.00 ;425;$2,55,000 ;$1,02,000 ;40%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;450;$2,70,000 ;$ 94,50;35%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55.00 ;350;$1,92,500 ;$ 67,38;35%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;250;$1,50,000 ;$ 45,00;30%;Online
Kohl's;1128299;27/5/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;425;$3,18,750 ;$ 79,69;25%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$55.00 ;700;$3,85,000 ;$1,34,750 ;35%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$60.00 ;550;$3,30,000 ;$1,32,000 ;40%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;550;$3,30,000 ;$1,15,500 ;35%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55.00 ;425;$2,33,750 ;$ 81,81;35%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;300;$1,80,000 ;$ 54,00;30%;Online
Kohl's;1128299;26/6/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;600;$4,50,000 ;$1,12,500 ;25%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$55.00 ;750;$4,12,500 ;$1,44,375 ;35%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$60.00 ;600;$3,60,000 ;$1,44,000 ;40%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;550;$3,30,000 ;$1,15,500 ;35%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55.00 ;450;$2,47,500 ;$ 86,63;35%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;500;$3,00,000 ;$ 90,00;30%;Online
Kohl's;1128299;25/7/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;500;$3,75,000 ;$ 93,75;25%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$60.00 ;700;$4,20,000 ;$1,47,000 ;35%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$65.00 ;650;$4,22,500 ;$1,69,000 ;40%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;525;$3,15,000 ;$1,10,250 ;35%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$60.00 ;475;$2,85,000 ;$ 99,75;35%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Men's Apparel;$70.00 ;475;$3,32,500 ;$ 99,75;30%;Online
Kohl's;1128299;26/8/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;450;$3,37,500 ;$ 84,38;25%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$50.00 ;625;$3,12,500 ;$1,09,375 ;35%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$55.00 ;625;$3,43,750 ;$1,37,500 ;40%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$50.00 ;475;$2,37,500 ;$ 83,13;35%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$50.00 ;425;$2,12,500 ;$ 74,38;35%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;425;$2,55,000 ;$ 76,50;30%;Online
Kohl's;1128299;27/9/2021;West;New Mexico;Albuquerque;Women's Apparel;$65.00 ;475;$3,08,750 ;$ 77,19;25%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$50.00 ;550;$2,75,000 ;$ 96,25;35%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$55.00 ;550;$3,02,500 ;$1,21,000 ;40%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$50.00 ;375;$1,87,500 ;$ 65,63;35%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$50.00 ;350;$1,75,000 ;$ 61,25;35%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Men's Apparel;$60.00 ;325;$1,95,000 ;$ 58,50;30%;Online
Kohl's;1128299;26/10/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;375;$2,81,250 ;$ 70,31;25%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$60.00 ;550;$3,30,000 ;$1,15,500 ;35%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$65.00 ;600;$3,90,000 ;$1,56,000 ;40%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;450;$2,70,000 ;$ 94,50;35%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$60.00 ;425;$2,55,000 ;$ 89,25;35%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Men's Apparel;$70.00 ;375;$2,62,500 ;$ 78,75;30%;Online
Kohl's;1128299;26/11/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;500;$3,75,000 ;$ 93,75;25%;Online
Kohl's;1128299;25/12/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$60.00 ;700;$4,20,000 ;$1,47,000 ;35%;Online
Kohl's;1128299;25/12/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$65.00 ;700;$4,55,000 ;$1,82,000 ;40%;Online
Sports Direct;1128299;25/12/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$60.00 ;500;$3,00,000 ;$1,05,000 ;35%;Online
Sports Direct;1128299;25/12/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$60.00 ;500;$3,00,000 ;$1,05,000 ;35%;Online
Sports Direct;1128299;25/12/2021;West;New Mexico;Albuquerque;Men's Apparel;$70.00 ;425;$2,97,500 ;$ 89,25;30%;Online
Sports Direct;1128299;25/12/2021;West;New Mexico;Albuquerque;Women's Apparel;$75.00 ;525;$3,93,750 ;$ 98,44;25%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$30.00 ;450;$1,35,000 ;$ 54,00;40%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$40.00 ;450;$1,80,000 ;$ 72,00;40%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$40.00 ;450;$1,80,000 ;$ 63,00;35%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$40.00 ;300;$1,20,000 ;$ 48,00;40%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Men's Apparel;$45.00 ;250;$1,12,500 ;$ 39,38;35%;Online
Sports Direct;1128299;13/1/2021;West;New Mexico;Albuquerque;Women's Apparel;$40.00 ;450;$1,80,000 ;$ 45,00;25%;Online
Sports Direct;1128299;13/2/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$30.00 ;500;$1,50,000 ;$ 60,00;40%;Online
Sports Direct;1128299;13/2/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$40.00 ;400;$1,60,000 ;$ 64,00;40%;Online
Sports Direct;1128299;13/2/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$40.00 ;400;$1,60,000 ;$ 56,00;35%;Online
Sports Direct;1128299;13/2/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$40.00 ;250;$1,00,000 ;$ 40,00;40%;Online
Sports Direct;1128299;13/2/2021;Southeast;Georgia;Atlanta;Men's Apparel;$45.00 ;175;$ 78,75;$ 27,56;35%;Online
Sports Direct;1128299;13/2/2021;Southeast;Georgia;Atlanta;Women's Apparel;$40.00 ;375;$1,50,000 ;$ 37,50;25%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$40.00 ;525;$2,10,000 ;$ 84,00;40%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$50.00 ;375;$1,87,500 ;$ 75,00;40%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$50.00 ;375;$1,87,500 ;$ 65,63;35%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$50.00 ;250;$1,25,000 ;$ 50,00;40%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Men's Apparel;$55.00 ;150;$ 82,50;$ 28,88;35%;Online
Sports Direct;1128299;12/3/2021;Southeast;Georgia;Atlanta;Women's Apparel;$50.00 ;350;$1,75,000 ;$ 43,75;25%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$50.00 ;525;$2,62,500 ;$1,05,000 ;40%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$55.00 ;325;$1,78,750 ;$ 71,50;40%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$55.00 ;375;$2,06,250 ;$ 72,19;35%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$50.00 ;275;$1,37,500 ;$ 55,00;40%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Men's Apparel;$55.00 ;175;$ 96,25;$ 33,69;35%;Online
Sports Direct;1128299;13/4/2021;Southeast;Georgia;Atlanta;Women's Apparel;$70.00 ;350;$2,45,000 ;$ 61,25;25%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$50.00 ;550;$2,75,000 ;$1,10,000 ;40%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$55.00 ;400;$2,20,000 ;$ 88,00;40%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$55.00 ;425;$2,33,750 ;$ 81,81;35%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$50.00 ;325;$1,62,500 ;$ 65,00;40%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Men's Apparel;$55.00 ;225;$1,23,750 ;$ 43,31;35%;Online
Sports Direct;1128299;14/5/2021;Southeast;Georgia;Atlanta;Women's Apparel;$70.00 ;400;$2,80,000 ;$ 70,00;25%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$50.00 ;675;$3,37,500 ;$1,35,000 ;40%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$55.00 ;525;$2,88,750 ;$1,15,500 ;40%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$55.00 ;525;$2,88,750 ;$1,01,063 ;35%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$50.00 ;400;$2,00,000 ;$ 80,00;40%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Men's Apparel;$55.00 ;275;$1,51,250 ;$ 52,94;35%;Online
Sports Direct;1128299;13/6/2021;Southeast;Georgia;Atlanta;Women's Apparel;$70.00 ;575;$4,02,500 ;$1,00,625 ;25%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$50.00 ;725;$3,62,500 ;$1,45,000 ;40%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$55.00 ;575;$3,16,250 ;$1,26,500 ;40%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$55.00 ;525;$2,88,750 ;$1,01,063 ;35%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$50.00 ;425;$2,12,500 ;$ 85,00;40%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Men's Apparel;$55.00 ;475;$2,61,250 ;$ 91,44;35%;Online
Sports Direct;1128299;12/7/2021;Southeast;Georgia;Atlanta;Women's Apparel;$70.00 ;475;$3,32,500 ;$ 83,13;25%;Online
Sports Direct;1128299;13/8/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$55.00 ;675;$3,71,250 ;$1,48,500 ;40%;Online
Sports Direct;1128299;13/8/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$60.00 ;625;$3,75,000 ;$1,50,000 ;40%;Online
Sports Direct;1128299;13/8/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$55.00 ;500;$2,75,000 ;$ 96,25;35%;Online
